1460397379 0 0 1
1460397496 0 1 1
1460414162 0 2 1
1460493544 0 3 1
1460499422 0 4 1
1465809326 1 4 1
1465897835 2 4 1
1465911591 3 4 1
1465911892 4 4 1
1465912108 5 4 1
1465912400 6 4 1
1465912494 7 4 1
1465920895 8 4 1
1465974134 9 4 1
1466462361 9 5 1
1466462475 9 6 1
1466630111 9 7 1
1466630621 9 8 1
1466634213 9 9 1
1466635438 9 10 1
1466708734 10 10 1
1466709619 11 10 1
1466709722 12 10 1
1466712670 13 10 1
1466755502 14 10 1
1466806391 15 10 1
1466955276 16 10 1
1466956278 17 10 1
1466961229 18 10 1
1466968482 19 10 1
1466968938 20 10 1
1466979415 21 10 1
1467019789 22 10 1
1467022042 23 10 1
1467025575 24 10 1
1467026277 25 10 1
1467028166 26 10 1
1467034466 27 10 1
1467037964 28 10 1
1467129489 29 10 1
1467189611 30 10 1
1467194454 31 10 1
1467703269 32 10 1
1467724312 33 10 1
1467725203 34 10 1
1467725933 35 10 1
1467785705 36 10 1
1467790828 37 10 1
1467798284 38 10 1
1467807134 39 10 1
1467882330 40 10 1
1467882466 41 10 1
1467886908 42 10 1
1467888128 43 10 1
1467888184 44 10 1
1467903294 45 10 1
1467984722 46 10 1
1467998513 47 10 1
1468059460 48 10 1
1468316466 49 10 1
1468330155 50 10 1
1468333928 51 10 1
1468410562 52 10 1
1468448674 53 10 1
1468483362 54 10 1
1468485400 55 10 1
1468485747 56 10 1
1468486040 57 10 1
1468486086 58 10 1
1468487247 59 10 1
1468826384 60 10 1
1468854444 61 10 1
1468862491 62 10 1
1469022185 63 10 1
1469022454 64 10 1
1469025794 65 10 1
1469026750 66 10 1
1469084624 67 10 1
1469085570 68 10 1
1469090021 69 10 1
1469093760 70 10 1
1469097433 71 10 1
