1460397379 0 0 1
1460397496 0 468901 1
1460414162 0 477374 1
1460493544 0 477741 1
1460499422 0 478839 1
1465809326 12346 478839 1
1465897835 13106 478839 1
1465911591 13580 478839 1
1465911892 13599 478839 1
1465912108 66697 478839 1
1465912400 66700 478839 1
1465912494 66700 478839 1
1465920895 68222 478839 1
1465974134 68245 478839 1
1466462361 68245 483210 1
1466462475 68245 483210 1
1466630111 68245 483391 1
1466630621 68245 483392 1
1466634213 68245 483418 1
1466635438 68245 483464 1
1466708734 376428 483464 1
1466709619 376434 483464 1
1466709722 378030 483464 1
1466712670 378066 483464 1
1466755502 378110 483464 1
1466806391 397813 483464 1
1466955276 397905 483464 1
1466956278 397965 483464 1
1466961229 398270 483464 1
1466968482 398794 483464 1
1466968938 398796 483464 1
1466979415 399247 483464 1
1467019789 399360 483464 1
1467022042 399412 483464 1
1467025575 399422 483464 1
1467026277 399431 483464 1
1467028166 399735 483464 1
1467034466 399927 483464 1
1467037964 399990 483464 1
1467129489 400429 483464 1
1467189611 400449 483464 1
1467194454 400570 483464 1
1467703269 401372 483464 1
1467724312 401608 483464 1
1467725203 401610 483464 1
1467725933 401612 483464 1
1467785705 401707 483464 1
1467790828 401754 483464 1
1467798284 401863 483464 1
1467807134 401907 483464 1
1467882330 402253 483464 1
1467882466 402255 483464 1
1467886908 402321 483464 1
1467888128 402323 483464 1
1467888184 402367 483464 1
1467903294 402466 483464 1
1467984722 406942 483464 1
1467998513 406997 483464 1
1468059460 407175 483464 1
1468316466 407925 483464 1
1468330155 408099 483464 1
1468333928 408161 483464 1
1468410562 408545 483464 1
1468448674 408682 483464 1
1468483362 408687 483464 1
1468485400 408693 483464 1
1468485747 408722 483464 1
1468486040 408740 483464 1
1468486086 408741 483464 1
1468487247 408753 483464 1
1468826384 408869 483464 1
1468854444 409267 483464 1
1468862491 409277 483464 1
1469022185 409424 483464 1
1469022454 409428 483464 1
1469025794 409543 483464 1
1469026750 409545 483464 1
1469084624 409595 483464 1
1469085570 409596 483464 1
1469090021 409644 483464 1
1469093760 409660 483464 1
1469097433 409665 483464 1
